"","primaryTitle","tconst","averageRating","numVotes","titleType","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","rating","critics_pick","author","headline","summary","pub_date","opening_date","updated_date","link_type","link_url","link_suggested","multimedia_type","multi_media_src","multimedia_height","multimedia_width","sent_mean","sent_sd","sent_sum"
"2657","Matt Shepard is a Friend of Mine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"NICOLAS RAPOLD","Shifting the Spotlight Back to the Man They Knew","&#8220;Matt Shepard Is a Friend of Mine&#8221; seeks to return a human symbol of hate crimes against gay people to a state of ordinary but beloved individuality.","2015-02-05","2015-02-06","2017-11-02 04:18:20","article","https://www.nytimes.com/2015/02/06/movies/matt-shepard-is-a-friend-of-mine-a-documentary-from-michele-josue.html","Read the New York Times Review of Matt Shepard is a Friend of Mine","mediumThreeByTwo210","https://static01.nyt.com/images/2015/02/06/arts/06MATTSHEPHARD/MATTSHEPHARD-mediumThreeByTwo210.jpg",140,210,0.0396551724137931,0.25120399733257,1.15
"2658","Maurizio Cattelan: Be Right Back","tt5509780",7.2,115,"movie","Maurizio Cattelan: Be Right Back",0,"2016","\N","95","Documentary","",0,"KEN JAWOROWSKI","Review: ‘Maurizio Cattelan: Be Right Back’ Relishes a Mischievous Artist","The documentary explores the artworks and pranks of an Italian trickster.","2017-04-13","2016-04-01","2017-11-02 04:18:24","article","https://www.nytimes.com/2017/04/13/movies/maurizio-cattelan-be-right-back-review.html","Read the New York Times Review of Maurizio Cattelan: Be Right Back","mediumThreeByTwo210","https://static01.nyt.com/images/2017/04/14/arts/14maurizio/14maurizio-mediumThreeByTwo210.jpg",140,210,0,0,0
"2659","Max","tt3369806",6.7,25870,"movie","Max",0,"2015","\N","111","Adventure,Drama,Family","PG",0,"A. O. SCOTT","Review: In &#8216;Max,&#8217; a Shellshocked Dog Reverts to His Heroic Self","Boaz Yakin&#8217;s film, a blend of detective story and animal tale, depicts the healing of a slain marine&#8217;s military dog under the care of the man&#8217;s brother.","2015-06-25","2015-06-26","2017-11-02 04:18:21","article","https://www.nytimes.com/2015/06/26/movies/review-in-max-a-shellshocked-dog-reverts-to-his-heroic-self.html","Read the New York Times Review of Max","mediumThreeByTwo210","https://static01.nyt.com/images/2015/06/26/arts/26MAX/0626MAX-mediumThreeByTwo210.jpg",140,210,0.0575757575757576,0.201603421086894,1.9
"2660","Max","tt2390281",5.1,266,"movie","Max",0,"2012","\N","83","Comedy","PG",0,"A. O. SCOTT","Review: In &#8216;Max,&#8217; a Shellshocked Dog Reverts to His Heroic Self","Boaz Yakin&#8217;s film, a blend of detective story and animal tale, depicts the healing of a slain marine&#8217;s military dog under the care of the man&#8217;s brother.","2015-06-25","2015-06-26","2017-11-02 04:18:21","article","https://www.nytimes.com/2015/06/26/movies/review-in-max-a-shellshocked-dog-reverts-to-his-heroic-self.html","Read the New York Times Review of Max","mediumThreeByTwo210","https://static01.nyt.com/images/2015/06/26/arts/26MAX/0626MAX-mediumThreeByTwo210.jpg",140,210,0.0575757575757576,0.201603421086894,1.9
"2661","Max Manus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Rated",0,"JEANNETTE CATSOULIS","Assaying the Norwegian Resistance","“Max Manus” is a solidly acted biopic of World War II derring-do.","2010-09-02","2010-09-03","2017-11-02 04:18:11","article","https://www.nytimes.com/2010/09/03/movies/03roundup-004.html","Read the New York Times Review of Max Manus","","",NA,NA,-0.0384615384615385,0.138675049056307,-0.5
"2662","Max Rose","tt1439558",6.2,499,"movie","Max Rose",0,"2013","\N","83","Drama","",0,"JEANNETTE CATSOULIS","Review: ‘Max Rose’ Has Jerry Lewis Tearful Over a Hint of Infidelity","Mr. Lewis, for all his outsize comic credentials, can be a formidable dramatic actor, but this film provides no space for the story’s darker corners.","2016-09-01","2016-09-02","2017-11-02 04:18:25","article","https://www.nytimes.com/2016/09/02/movies/max-rose-jerry-lewis-review.html","Read the New York Times Review of Max Rose","mediumThreeByTwo210","https://static01.nyt.com/images/2016/09/02/arts/02MAXROSE/02MAXROSE-mediumThreeByTwo210.jpg",140,210,-0.0461538461538461,0.163047892916822,-1.2
"2663","Maya Angelou: And Still I Rise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"KEN JAWOROWSKI","Review: ‘Maya Angelou: And Still I Rise,’ a Life Well Lived","Photographs and film footage, as well as interviews with her son and artists who worked with her, add another dimension this documentary of a storied life.","2016-10-13","2016-10-14","2017-11-02 04:18:25","article","https://www.nytimes.com/2016/10/14/movies/review-maya-angelou-and-still-i-rise.html","Read the New York Times Review of Maya Angelou: And Still I Rise","mediumThreeByTwo210","https://static01.nyt.com/images/2016/10/14/arts/14MAYASUB/14MAYASUB-mediumThreeByTwo210.jpg",140,210,0.0403846153846154,0.162492603381958,1.05
"2664","Maya Dardel","tt6218440",5.1,376,"movie","Maya Dardel",0,"2017","\N","104","Drama","",0,"TEO BUGBEE","Review: Lena Olin Is Fierce as a Suicidal Poet in ‘Maya Dardel’","A character who wants to play with power in a movie that reeks of scholarly pretension.","2017-10-26","2017-10-27","2017-11-03 16:44:01","article","https://www.nytimes.com/2017/10/26/movies/maya-dardel-review-lena-olin.html","Read the New York Times Review of Maya Dardel","mediumThreeByTwo210","https://static01.nyt.com/images/2017/10/27/arts/27mayadardel1/27mayadardel1-mediumThreeByTwo210-v2.jpg",140,210,-0.0625,0.25,-1
"2665","Maya the Bee Movie","tt3336368",5.9,1860,"movie","Maya the Bee Movie",0,"2014","\N","89","Adventure,Animation,Comedy","G",1,"NEIL GENZLINGER","Review: In &#8216;Maya the Bee Movie,&#8217; a Young Dreamer Escapes the Hive Mentality","Maya hears nothing but “don’ts” from grown-ups: “Bees don’t dream” and “Bees don’t sing” and “Bees don’t have fun.”","2015-04-30","2015-03-08","2017-11-02 04:18:20","article","https://www.nytimes.com/2015/05/01/movies/review-in-maya-the-bee-movie-a-young-dreamer-escapes-the-hive-mentality.html","Read the New York Times Review of Maya the Bee Movie","mediumThreeByTwo210","https://static01.nyt.com/images/2015/05/01/arts/01MAYA/01MAYA-mediumThreeByTwo210-v2.jpg",140,210,0.0666666666666667,0.195418540054677,1.6
"2666","Mayhem","tt4348012",6.4,17777,"movie","Mayhem",0,"2017","\N","86","Action,Comedy,Horror","Unrated",0,"JEANNETTE CATSOULIS","Review: A Virus Creates ‘Mayhem’ Among Backstabbing Lawyers","“Mayhem,” featuring the “Walking Dead” actor Steven Yeun, embraces its pulpy title with fighting-and-fornicating glee.","2017-11-09","2017-11-10","2017-11-17 17:44:01","article","https://www.nytimes.com/2017/11/09/movies/mayhem-review-steven-yeun.html","Read the New York Times Review of Mayhem","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/09/arts/MAYHEM1/MAYHEM1-mediumThreeByTwo210.jpg",140,210,-0.0147058823529412,0.42122021626251,-0.25
"2667","Maze","tt5752606",5.9,2979,"movie","Maze",0,"2017","\N","92","Crime,Drama,History","",1,"JEANNETTE CATSOULIS","‘Maze’ Review: A Prison Break and a Confidence Game","A controlled thriller that invents an intimate subtext for the 1983 escape of imprisoned Irish Republican Army fighters from the fortresslike Maze.","2019-03-21","2019-03-22","2019-03-27 16:44:01","article","https://www.nytimes.com/2019/03/21/movies/maze-review.html","Read the New York Times Review of Maze","mediumThreeByTwo210","https://static01.nyt.com/images/2019/03/21/arts/21MAZEpix/21MAZEpix-mediumThreeByTwo210.jpg",140,210,-0.0181818181818182,0.204442013286254,-0.4
"2668","Maze Runner: The Death Cure","tt4500922",6.3,116586,"movie","Maze Runner: The Death Cure",0,"2018","\N","143","Action,Adventure,Sci-Fi","PG-13",0,"BEN KENIGSBERG","Review: ‘Maze Runner: The Death Cure,’ an Enjoyably Overstuffed Sequel","However silly it may sound, the third “Maze Runner” really moves.","2018-01-24","2018-01-26","2018-02-24 17:44:02","article","https://www.nytimes.com/2018/01/24/movies/maze-runner-the-death-cure-review.html","Read the New York Times Review of Maze Runner: The Death Cure","mediumThreeByTwo210","https://static01.nyt.com/images/2018/01/26/arts/26maze1/26maze1-mediumThreeByTwo210-v2.jpg",140,210,-0.0227272727272727,0.0753778361444409,-0.25
"2669","Maze Runner: The Scorch Trials","tt4046784",6.3,225504,"movie","Maze Runner: The Scorch Trials",0,"2015","\N","131","Action,Adventure,Sci-Fi","PG-13",0,"JOHN WILLIAMS","Review: ‘Maze Runner: The Scorch Trials’ Pits Hardy Teenagers Against a Mysterious Organization","In the second installment in this film series, the heroes find themselves in a desolate landscape where humans have been ravaged by a deadly virus.","2015-09-17","2015-09-18","2017-11-02 04:18:22","article","https://www.nytimes.com/2015/09/18/movies/review-maze-runner-the-scorch-trials-pits-hardy-teenagers-against-a-mysterious-organization.html","Read the New York Times Review of Maze Runner: The Scorch Trials","mediumThreeByTwo210","https://static01.nyt.com/images/2015/09/18/arts/18MAZE/18MAZE-mediumThreeByTwo210.jpg",140,210,-0.038,0.263502055652956,-0.95
"2670","McCanick","tt2295564",4.7,1504,"movie","McCanick",0,"2013","\N","96","Crime,Drama,Mystery","R",0,"NEIL GENZLINGER","A Cop With a Secret","Cory Monteith plays a street hustler in “McCanick,” the story of a cranky police detective (David Morse) with something to hide.","2014-03-20","2014-03-21","2017-11-02 04:18:18","article","https://www.nytimes.com/2014/03/21/movies/cory-monteith-and-david-morse-in-mccanick.html","Read the New York Times Review of McCanick","mediumThreeByTwo210","https://static01.nyt.com/images/2014/03/21/arts/21RDP_MCCANICK_SPAN/MCCANICK-mediumThreeByTwo210.jpg",140,210,-0.0714285714285714,0.195940953204931,-1.5
"2671","McCullin","tt2354205",8.2,2190,"movie","McCullin",0,"2012","\N","91","Documentary","",0,"BEN KENIGSBERG","Review: ‘McCullin’ Captures a Photojournalist’s View of Covering the World","This documentary takes a plain-spoken approach to covering the career of Don McCullin, a longtime correspondent for The Sunday Times of London who has photographed strife around the world.","2015-10-29","2015-10-30","2017-11-02 04:18:22","article","https://www.nytimes.com/2015/10/30/movies/review-mccullin-captures-a-photojournalists-view-of-covering-the-world.html","Read the New York Times Review of McCullin","mediumThreeByTwo210","https://static01.nyt.com/images/2015/10/30/arts/30MCCULLIN/30MCCULLIN-mediumThreeByTwo210.jpg",140,210,-0.0166666666666667,0.0912870929175277,-0.5
"2672","McFarland, USA","tt2097298",7.4,35820,"movie","McFarland, USA",0,"2015","\N","129","Biography,Drama,Sport","PG",0,"A. O. SCOTT","Review: In ‘McFarland, USA,’ Kevin Costner Coaches Cross-Country Runners","In &#8220;McFarland USA,&#8221; Mr. Costner leads a team of Hispanic high schoolers to a championship, while getting closer to them and their families.","2015-02-19","2015-02-20","2017-11-02 04:18:20","article","https://www.nytimes.com/2015/02/20/movies/review-in-mcfarland-usa-kevin-costner-coaches-cross-country-runners.html","Read the New York Times Review of McFarland, USA","mediumThreeByTwo210","https://static01.nyt.com/images/2015/02/20/arts/20MCFARLAND/20MCFARLAND-mediumThreeByTwo210.jpg",140,210,0.016,0.08,0.4
"2673","McQueen","tt6510332",7.8,6479,"movie","McQueen",0,"2018","\N","111","Biography,Documentary","R",1,"JEANNETTE CATSOULIS","Review: ‘McQueen’ Reveals a Dazzling and Divisive Talent","A documentary from Ian Bonhôte explores the recurring motif of triumph over abuse in the fashion designer’s world.","2018-07-19","2018-07-20","2018-08-19 16:44:01","article","https://www.nytimes.com/2018/07/19/movies/mcqueen-review-documentary.html","Read the New York Times Review of McQueen","mediumThreeByTwo210","https://static01.nyt.com/images/2018/07/20/arts/20mcqueen2/20mcqueen2-mediumThreeByTwo210.jpg",140,210,0.0184210526315789,0.3262627291326,0.35
"2674","Me and Earl and the Dying Girl","tt2582496",7.7,124593,"movie","Me and Earl and the Dying Girl",0,"2015","\N","105","Comedy,Drama","PG-13",0,"A. O. SCOTT","Review: In &#8216;Me and Earl and the Dying Girl,&#8217; a Comfort Zone That Cannot Last","Adapted from the young-adult novel, the movie centers on a teenage auteur, his filmmaking colleague and &#8220;the dying girl,&#8221; who balks at sentimentality.","2015-06-11","2015-07-01","2017-11-02 04:18:21","article","https://www.nytimes.com/2015/06/12/movies/review-in-me-and-earl-and-the-dying-girl-a-comfort-zone-that-cannot-last.html","Read the New York Times Review of Me and Earl and the Dying Girl","mediumThreeByTwo210","https://static01.nyt.com/images/2015/06/12/arts/12me-earl-image/12me-earl-image-mediumThreeByTwo210.jpg",140,210,0.0153846153846154,0.151505267742895,0.4
"2675","Me Before You","tt2674426",7.4,213273,"movie","Me Before You",0,"2016","\N","106","Drama,Romance","PG-13",0,"A. O. SCOTT","Review: In ‘Me Before You,’ a Broken Man Meets a Free Spirit","This floppy British romance, directed by Thea Sharrock and adapted by Jojo Moyes from her best-selling novel, stars Emilia Clarke and Sam Claflin.","2016-06-02","2016-06-03","2017-11-02 04:18:24","article","https://www.nytimes.com/2016/06/03/movies/me-before-you-review.html","Read the New York Times Review of Me Before You","mediumThreeByTwo210","https://static01.nyt.com/images/2016/06/03/arts/03MEBEFOREYOU/03MEBEFOREYOU-mediumThreeByTwo210.jpg",140,210,0.0458333333333333,0.141357292199487,1.1
"2676","Me Him Her","tt2507238",5.3,1436,"movie","Me Him Her",0,"2015","\N","98","Comedy,Romance","",0,"MIKE HALE","Review: In ‘Me Him Her,’ Late-20-Somethings Emerge From Life’s Confusion","A loose indie comedy, this feature debut from Max Landis shows the mark of the 1985 cult classic “Into the Night,” made by his father, John Landis.","2016-03-10","2016-03-11","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/03/11/movies/me-him-her-review.html","Read the New York Times Review of Me Him Her","mediumThreeByTwo210","https://static01.nyt.com/images/2016/03/11/arts/11HIMHER/11HIMHER-mediumThreeByTwo210.jpg",140,210,-0.00925925925925926,0.244963512603658,-0.25
"2677","Mean Dreams","tt5160928",6.3,4236,"movie","Mean Dreams",0,"2016","\N","108","Drama,Thriller","R",0,"ANDY WEBSTER","Review: ‘Mean Dreams’ Presents Lovers on the Lam With Quiet Skill","Nathan Morlando’s film may focus on two young lovers, but Bill Paxton shines as a corrupt sheriff in one of his final film roles.","2017-03-16","2017-03-17","2017-11-02 04:18:26","article","https://www.nytimes.com/2017/03/16/movies/mean-dreams-review-bill-paxton.html","Read the New York Times Review of Mean Dreams","mediumThreeByTwo210","https://static01.nyt.com/images/2017/03/17/arts/17MEAN/17MEAN-mediumThreeByTwo210.jpg",140,210,0.03,0.183711730708738,0.75
"2678","Mechanic: Resurrection","tt3522806",5.7,77699,"movie","Mechanic: Resurrection",0,"2016","\N","98","Action,Adventure,Crime","R",0,"ANDY WEBSTER","Review: Jason Statham in ‘Mechanic: Resurrection,’ a Hit Man on Cruise Control","The latest foray for the Mechanic takes him around the world after his nemesis arranges a triple assassination he can’t refuse.","2016-08-26","2016-08-26","2017-11-02 04:18:25","article","https://www.nytimes.com/2016/08/27/movies/mechanic-resurrection-jason-statham-review.html","Read the New York Times Review of Mechanic: Resurrection","mediumThreeByTwo210","https://static01.nyt.com/images/2016/08/27/arts/27MECHANIC/27MECHANIC-mediumThreeByTwo210.jpg",140,210,-0.102272727272727,0.274502698714843,-2.25
"2679","Mediterranea","tt3486542",6.5,1398,"movie","Mediterranea",0,"2015","\N","107","Drama","",1,"STEPHEN HOLDEN","Review: ‘Mediterranea,’ African Migrants’ Perilous Trek to a Hostile Land ","Risking everything to seek a better life in Europe, two close friends leave West Africa to settle in Italy in Jonas Carpignano’s first feature film.","2015-11-19","2015-11-20","2017-11-02 04:18:23","article","https://www.nytimes.com/2015/11/20/movies/review-mediterranea-african-migrants-perilous-trek-to-a-hostile-land.html","Read the New York Times Review of Mediterranea","mediumThreeByTwo210","https://static01.nyt.com/images/2015/11/20/arts/20MEDITERRNEASUB/20MEDITERRNEASUB-mediumThreeByTwo210-v2.jpg",140,210,-0.00961538461538462,0.231525044333969,-0.25
"2680","Meet Me in Montenegro","tt2151739",5.9,293,"movie","Meet Me in Montenegro",0,"2014","\N","90","Comedy,Drama,Romance","",0,"NICOLAS RAPOLD","Review: &#8216;Meet Me in Montenegro,&#8217; Romance for Ex-Lovers","The directors Linnea Saasen and Alex Holdridge both wrote and starred in this film, which is a semi-autobiographical love story of their own lives.","2015-07-09","2015-07-10","2017-11-02 04:18:21","article","https://www.nytimes.com/2015/07/10/movies/review-meet-me-in-montenegro-romance-for-ex-lovers.html","Read the New York Times Review of Meet Me in Montenegro","mediumThreeByTwo210","https://static01.nyt.com/images/2015/07/10/arts/10MEETME/10MEETME-mediumThreeByTwo210.jpg",140,210,0.03,0.15,0.75
"2681","Meet the Patels","tt2378401",7.2,3243,"movie","Meet the Patels",0,"2014","\N","88","Comedy,Documentary,Romance","PG",0,"ANDY WEBSTER","Review: In &#8216;Meet the Patels,&#8217; a Son Submits to a Marriage Quest","In this documentary, the wisecracking son of Indian-born parents agrees to look for a spouse with a similar background.","2015-09-10","2015-09-11","2017-11-02 04:18:22","article","https://www.nytimes.com/2015/09/11/movies/review-in-meet-the-patels-a-son-submits-to-a-marriage-quest.html","Read the New York Times Review of Meet the Patels","mediumThreeByTwo210","https://static01.nyt.com/images/2015/09/11/arts/11MEETPATEL/11MEETPATEL-mediumThreeByTwo210-v2.jpg",140,210,0.055,0.170061908232205,1.1
